구분,담당부서,대수,위치,촬영범위,설치목적(공개장소일 경우에만 작성),"세부목적(청사보안, 무인계도, 산불감시 등 자세하게 작성)"
1,본사,41,청사 내외부,청사 내외부,시설안전 및 화재예방,청사보안
1,지리산경남,1,지리산경남사무소 입구,사무소 출입구,시설안전 및 화재예방,시설관리
2,지리산경남,7,지리산경남사무소,사무소 주변,시설안전 및 화재예방,시설관리
3,지리산경남,1,촛대봉(청학연못방향),촛대봉 울타리 밖(청학연못 방향),범죄예방,무인계도
4,지리산경남,1,천왕봉(칠선계곡입구),칠선계곡 입구,범죄예방,무인계도
5,지리산경남,1,목통,목통 입구,범죄예방,무인계도
6,지리산경남,1,국골입구,국골 입구 샛길,범죄예방,무인계도
7,지리산경남,1,도솔암 입구,도솔암 입구 샛길,범죄예방,무인계도
8,지리산경남,1,도장골 입구,도장골 입구 샛길,범죄예방,무인계도
9,지리산경남,1,조개골 입구,조개골 입구 샛길,범죄예방,무인계도
10,지리산경남,1,장당계곡 입구,장당계곡 입구,범죄예방,무인계도
11,지리산경남,5,치밭목대피소,치밭목대피소 일대,시설안전 및 화재예방,시설관리
12,지리산경남,9,화개탐방안내소,"안내소 내, 외 등",시설안전 및 화재예방,시설관리
13,지리산경남,2,자생식물관찰원,관리소 출입구,시설안전 및 화재예방,시설관리
14,지리산경남,2,중산리관광단지,"천왕봉, 지리산능선",시설안전 및 화재예방,시설관리
15,지리산경남,2,세석대피소,대피소 주변,시설안전 및 화재예방,시설관리
16,지리산경남,1,장터목대피소,대피소 주변,시설안전 및 화재예방,시설관리
17,지리산경남,2,장터목대피소,대피소 주변 능선,시설안전 및 화재예방,시설관리
18,지리산경남,1,중산리 주차장,중산리 주차장,시설안전 및 화재예방,시설관리
19,지리산경남,3,소막골야영장,소막골야영장 내,범죄예방,탐방객안전 및 시설관리
20,지리산경남,8,각 탐방로 입구,탐방로 입구,범죄예방,탐방객안전 및 시설관리
21,지리산경남,16,각 화장실 입구,화장실 입구,범죄예방,탐방객안전 및 시설관리
22,지리산경남,6,대원사길,대원사계곡길 일대,범죄예방,탐방객안전 및 시설관리
23,지리산경남,10,벽소령대피소,대피소 주변,시설안전 및 화재예방,시설관리
24,지리산경남,5,로타리대피소,대피소 주변,시설안전 및 화재예방,시설관리
25,지리산경남,7,세석대피소,대피소 주변,시설안전 및 화재예방,시설관리
26,지리산경남,1,장터목대피소,대피소 주변,시설안전 및 화재예방,시설관리
27,지리산경남,1,백무동탐방지원센터,탐방로 입구,범죄예방,탐방객안전 및 시설관리
28,지리산경남,7,내원야영장,내원야영장 내,범죄예방,탐방객안전 및 시설관리
29,지리산경남,3,소막골야영장,소막골야영장 내,범죄예방,탐방객안전 및 시설관리
30,지리산경남,2,"산청분소, 탐방로입구","산청분소, 탐방로입구",범죄예방,탐방객안전 및 시설관리
31,지리산경남,3,삼장분소,"삼장분소, 탐방로",시설안전 및 화재예방,시설관리
32,지리산경남,3,함양분소,함양분소 주변,시설안전 및 화재예방,시설관리
33,지리산경남,2,장터목대피소,대피소 주변,시설안전 및 화재예방,시설관리
34,지리산경남,5,장터목대피소,대피소 주변,시설안전 및 화재예방,시설관리
35,지리산경남,1,세석대피소,대피소 주변,시설안전 및 화재예방,시설관리
36,지리산경남,1,대원사계곡(용소),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
37,지리산경남,1,대원사계곡(일주문),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
38,지리산경남,1,대원사계곡(대원주차장),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
39,지리산경남,1,의신마을(베어빌리지),마을 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
40,지리산경남,1,의신계곡(구 헬기장 아래),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
41,지리산경남,1,의신계곡(용소),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
42,지리산경남,1,백무동계곡(백무동주차장 위),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
43,지리산경남,1,칠선계곡(용소 30m 앞),계곡 주변,시설안전 및 화재예방,탐방객 안전 및 무인계도
44,지리산경남,2,산청분소 주차장,중산리주차장,시설안전 및 화재예방,시설관리
45,지리산경남,10,산청분소 주차장,중산리주차장,시설안전 및 화재예방,시설관리
46,지리산전북사무소,4,뱀사골힐링야영장,야영장 전경,범죄예방,야영객 안전 및 범죄예방
47,지리산전북사무소,3,뱀사골자동차야영장,야영장 전경,범죄예방,야영객 안전 및 범죄예방
48,지리산전북사무소,14,달궁자동차야영장,야영장 전경,범죄예방,야영객 안전 및 범죄예방
49,지리산전북사무소,4,달궁힐링야영장,야영장 전경,범죄예방,야영객 안전 및 범죄예방
50,지리산전북사무소,8,덕동자동차야영장,야영장 전경,범죄예방,야영객 안전 및 범죄예방
51,지리산전북사무소,5,연하천대피소,대피소 전경,시설안전 및 화재예방,산불감시
52,지리산전북사무소,1,바래봉,탐방로 전경,범죄예방,산불감시
53,지리산전북사무소,9,학천야영장,야영장 전경,범죄예방,야영객 안전 및 범죄예방
54,지리산전북사무소,1,반선교,계곡 주변,범죄예방,탐방객 안전 및 범죄예방
55,지리산전북사무소,1,구룡주차장,구룡주차장,범죄예방,탐방객 안전 및 범죄예방
56,지리산전북사무소,2,삼곡교,삼곡교 전경,범죄예방,탐방객 안전 및 범죄예방
57,지리산전북사무소,1,구룡폭포,구룡폭포 전경,범죄예방,탐방객 안전 및 범죄예방
58,지리산전북사무소,1,고기탐방로,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
59,지리산전북사무소,1,산덕임도,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
60,지리산전북사무소,1,바래봉탐방지원센터,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
61,지리산전북사무소,1,전북학생교육원,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
62,지리산전북사무소,1,월평탐방로,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
63,지리산전북사무소,1,팔랑마을,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
64,지리산전북사무소,1,부운마을,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
65,지리산전북사무소,1,쟁기소,탐방로 전경,범죄예방,탐방객 안전 및 범죄예방
66,지리산전북사무소,1,정령치휴게소,휴게소 전경,범죄예방,탐방객 안전 및 범죄예방
67,지리산전북사무소,1,요룡대화장실,화장실 외부,범죄예방,탐방객 안전 및 범죄예방
68,지리산전북사무소,1,반선화장실,화장실 외부,범죄예방,탐방객 안전 및 범죄예방
69,지리산전북사무소,1,반선주차장화장실,화장실 외부,범죄예방,탐방객 안전 및 범죄예방
70,지리산전북사무소,1,학천주차장화장실,화장실 외부,범죄예방,탐방객 안전 및 범죄예방
71,지리산전북사무소,2,사무소,사무소 외부,시설안전 및 화재예방,탐방객 안전 및 범죄예방
72,지리산전북사무소,1,명선봉,산 능선,시설안전 및 화재예방,탐방객 안전 및 범죄예방
73,지리산전북사무소,1,화개재,산 능선,시설안전 및 화재예방,탐방객 안전 및 범죄예방
74,지리산전북사무소,2,육모정화장실,육모정 전경,범죄예방,탐방객 안전 및 범죄예방
75,지리산전북사무소,2,구룡 용소,용소 전경,범죄예방,탐방객 안전 및 범죄예방
76,지리산전북사무소,3,뱀사골 매표소,매표소 전경,범죄예방,탐방객 안전 및 범죄예방
77,지리산전북사무소,1,요룡대,요룡대 전경,범죄예방,탐방객 안전 및 범죄예방
78,지리산전북사무소,2,용소,용소 및 계곡 주변,범죄예방,탐방객 안전 및 범죄예방
79,지리산전북사무소,2,기영소,기영소 및 계곡 주변,범죄예방,탐방객 안전 및 범죄예방
80,지리산전남사무소,2,자생식물원,유리온실 내외부,시설안전 및 화재예방,"유리온실 보안, 화재예방 등"
81,지리산전남사무소,1,노고단대피소,노고단고개 방향 초입,시설안전 및 화재예방,시설안전 및 화재예방
82,지리산전남사무소,1,노고단대피소,노고단고개,시설안전 및 화재예방,시설안전 및 화재예방
83,지리산전남사무소,1,노고단대피소,화장실 방향,시설안전 및 화재예방,시설안전 및 화재예방
84,지리산전남사무소,1,노고단대피소,취사장 방향,시설안전 및 화재예방,시설안전 및 화재예방
85,지리산전남사무소,1,노고단대피소,대피소 1층 로비,시설안전 및 화재예방,시설안전 및 화재예방
86,지리산전남사무소,1,노고단대피소,대피소 2층 복도,시설안전 및 화재예방,시설안전 및 화재예방
87,지리산전남사무소,1,노고단대피소,취사장 내부,시설안전 및 화재예방,시설안전 및 화재예방
88,지리산전남사무소,1,성삼재주차장,주차장 입구,시설안전 및 화재예방,시설안전 및 화재예방
89,지리산전남사무소,1,성삼재주차장,소형주차장 입구,시설안전 및 화재예방,시설안전 및 화재예방
90,지리산전남사무소,1,성삼재주차장,휴게소 데크,시설안전 및 화재예방,시설안전 및 화재예방
91,지리산전남사무소,1,성삼재주차장,게시대 옆,시설안전 및 화재예방,시설안전 및 화재예방
92,지리산전남사무소,1,성삼재주차장,소형주차장 상단,시설안전 및 화재예방,시설안전 및 화재예방
93,지리산전남사무소,3,성삼재주차장,소형주차장 하단,시설안전 및 화재예방,시설안전 및 화재예방
94,지리산전남사무소,1,탐방안내소,기획전시실,시설안전 및 화재예방,시설안전 및 화재예방
95,지리산전남사무소,1,청사,현관 내부,시설안전 및 화재예방,청사보안
96,지리산전남사무소,1,청사,현관 외부,시설안전 및 화재예방,청사보안
97,지리산전남사무소,1,청사,지원동 후문 외부,시설안전 및 화재예방,청사보안
98,지리산전남사무소,1,청사,지원동 서문 외부,시설안전 및 화재예방,청사보안
99,지리산전남사무소,1,청사,지원동 정문 외부,시설안전 및 화재예방,청사보안
100,지리산전남사무소,2,화엄사주차장화장실,화장실 입구,범죄예방,범죄예방
101,지리산전남사무소,1,화엄사일주문화장실,화장실 입구,범죄예방,범죄예방
102,지리산전남사무소,1,금정암화장실,화장실 입구,범죄예방,범죄예방
103,지리산전남사무소,1,천은사주차장화장실,화장실 입구,범죄예방,범죄예방
104,지리산전남사무소,2,성삼재주차장화장실,화장실 입구,범죄예방,범죄예방
105,지리산전남사무소,1,피아골주차장화장실,화장실 입구,범죄예방,범죄예방
106,지리산전남사무소,1,천은사탐방로입구,탐방로 입구,범죄예방,범죄예방
107,지리산전남사무소,1,만복대탐방로입구,탐방로 입구,범죄예방,범죄예방
108,지리산전남사무소,1,당동마을탐방로입구,탐방로 입구,범죄예방,범죄예방
109,지리산전남사무소,1,상위마을탐방로입구,탐방로 입구,범죄예방,범죄예방
110,지리산전남사무소,1,성삼재분소,만복대능선 일원,시설안전 및 화재예방,산불감시
111,지리산전남사무소,1,KBS중계소 앞,화엄계곡 일원,시설안전 및 화재예방,산불감시
112,지리산전남사무소,1,노고단정상,문수계곡 일원,시설안전 및 화재예방,산불감시
113,지리산전남사무소,1,천은사주차장,천은사계곡 일원,시설안전 및 화재예방,산불감시
114,지리산전남사무소,1,통꼭봉 정상,피아골계곡 일원,,산불감시
115,지리산전남사무소,4,심원계곡,심원계곡 일원,,복원지 모니터링
116,지리산전남사무소,1,노고단정상부 하단,심원계곡 일원,시설안전 및 화재예방,복원지 모니터링
117,지리산전남사무소,1,KBS중계소샛길 입구,(무인계도)노고단정상 샛길 입구 일원,범죄예방,불법산행 및 범죄 감시
118,지리산전남사무소,1,왕시루봉샛길 입구,(무인계도)왕시루봉 샛길 입구 일원,범죄예방,불법산행 및 범죄 감시
119,지리산전남사무소,2,성삼재주차장,(안전사고및범죄예방)소형 3주차장,범죄예방,범죄예방
120,지리산전남사무소,1,성삼재주차장,(안전사고및범죄예방)소형 1주차장,범죄예방,범죄예방
121,지리산전남사무소,1,성삼재탐방로입구,성삼재탐방지원센터 일원,범죄예방,범죄예방
122,지리산전남사무소,1,피아골계곡,직전마을~표고막터 일원,범죄예방,범죄예방
123,지리산전남사무소,1,화엄사입구,화엄치유탐방로 일원,범죄예방,범죄예방
124,지리산전남사무소,1,직전마을입구,직전마을 일원,범죄예방,범죄예방
125,지리산전남사무소,1,화엄계곡,화엄계곡 일원,범죄예방,안전사고 예방
126,지리산전남사무소,4,성삼재주차장,(안전사고및범죄예방)성삼재주차장 일원,시설안전 및 화재예방,시설안전 및 화재예방
127,지리산전남사무소,1,심원특별보호구역,(무인계도)심원계곡특별보호구역 일원,범죄예방,"불법행위 감시, 산불감시 등"
128,지리산전남사무소,1,노고단종석대입구,(무인계도)노고단종석대입구,범죄예방,불법산행 및 범죄 감시
129,지리산전남사무소,2,지리산전남 자원봉사센터,봉사센터 외부,시설안전 및 화재예방,"시설 보안 및 범죄예방, 화재예방"
130,지리산전남사무소,1,천은사산문 입구,(안전사고및범죄예방)탐방로 입구,범죄예방,범죄예방
131,지리산전남사무소,1,천은제 입구,(안전사고및범죄예방)탐방로 입구,범죄예방,범죄예방
132,경주사무소,1,용장골 입구,용장골 탐방로 일원,범죄예방,안전사고 및 범죄 예방
133,경주사무소,1,삼릉 입구,삼릉 탐방로 일원,범죄예방,안전사고 및 범죄 예방
134,경주사무소,1,상서장 입구,상서장 탐방로 일원,범죄예방,안전사고 및 범죄 예방
135,경주사무소,1,칠불암 입구,칠불암 탐방로 일원,범죄예방,안전사고 및 범죄 예방
136,경주사무소,1,석굴암 공원지킴터,석굴암 탐방로 일원,범죄예방,안전사고 및 범죄 예방
137,경주사무소,1,금학산 정상,"화랑지구, 서악지구",시설안전 및 화재예방,산불감시
138,경주사무소,1,암곡 탐방지원센터,암곡 탐방로 진입부,범죄예방,안전사고 및 범죄 예방
139,경주사무소,1,석굴암 공원지킴터,토함산 탐방로 진입부,범죄예방,안전사고 및 범죄 예방
140,경주사무소,1,동남산 공원지킴터,국사골탐방로 일원,범죄예방,안전사고 및 범죄 예방
141,경주사무소,1,서남산 공원지킴터,포석정 탐방로 일원,범죄예방,안전사고 및 범죄 예방
142,경주사무소,3,새갓골 지킴터,"새갓골, 백운암 일원",범죄예방,안전사고 및 범죄 예방
143,경주사무소,1,황용동 일원,황용동 일원,범죄예방,무인계도
144,경주사무소,1,삼릉 탐방지원센터,삼릉 탐방로 일원,범죄예방,안전사고 및 범죄 예방
145,경주사무소,1,토함산 탐방지원센터,토함산 탐방로 일원,범죄예방,안전사고 및 범죄 예방
146,경주사무소,1,용장골 공원지킴터,용장골 탐방로 일원,범죄예방,안전사고 및 범죄 예방
147,경주사무소,1,구미산 공원지킴터,구미산 탐방로 일원,범죄예방,안전사고 및 범죄 예방
148,경주사무소,1,신선사 공원지킴터,신선사 탐방로 일원,범죄예방,안전사고 및 범죄 예방
149,경주사무소,1,당고개 입구,당고개 탐방로 일원,범죄예방,안전사고 및 범죄 예방
150,경주사무소,1,천우사 입구,천우사 탐방로 일원,범죄예방,안전사고 및 범죄 예방
151,경주사무소,1,굴불사지 입구,굴불사지 탐방로 일원,범죄예방,안전사고 및 범죄 예방
152,경주사무소,1,오동수 화장실 일원,오동수 화장실 일원,범죄예방,안전사고 및 범죄 예방
153,경주사무소,1,용담정 화장실 일원,용담정 화장실 일원,범죄예방,안전사고 및 범죄 예방
154,경주사무소,1,동남산 화장살 일원,동남산 화장실 일원,범죄예방,안전사고 및 범죄 예방
155,경주사무소,1,옥룡암 일원,옥룡암 일원,범죄예방,무인계도
156,경주사무소,1,망월사 일원,망월사 일원,범죄예방,무인계도
157,경주사무소,1,용산서원 일원,용산서원 일원,범죄예방,무인계도
158,경주사무소,2,본소,본소 일원,범죄예방,청사보안
159,경주사무소,1,남산분소,남산분소 일원,범죄예방,청사보안
160,경주사무소,1,토함산분소,토함산분소 일원,범죄예방,청사보안
161,경주사무소,1,건천분소,건천분소 일원,범죄예방,청사보안
162,경주사무소,1,암곡 화장실,화장실 및 탐방로,범죄예방,안전사고 및 범죄 예방
163,경주사무소,1,벽도산 정상,"화랑지구, 남산",시설안전 및 화재예방,산불감시
164,경주사무소,1,옥녀봉 정상,"서악지구, 남산",시설안전 및 화재예방,산불감시
165,경주사무소,1,무장봉 정상,무장봉 일대,시설안전 및 화재예방,산불감시
166,경주사무소,1,토함산 정상,토함산 일대,시설안전 및 화재예방,산불감시
167,계룡산사무소,1,신선봉,"상,하신리 / 치개봉 일부",시설안전 및 화재예방,산불감시
168,계룡산사무소,1,갑하산,"치개봉,천황봉,삼불봉,장군봉(온천지구)",시설안전 및 화재예방,산불감시
169,계룡산사무소,2,계룡산야영장,야영장 입구 일원,시설안전 및 화재예방,산불감시
170,계룡산사무소,1,민목재 생태통로,민목재 생태통로 일원,시설안전 및 화재예방,산불감시
171,계룡산사무소,1,민목재 입구,민목재 입구 일원,범죄예방,산불감시
172,계룡산사무소,1,천정골 입구,천정골 입구 일원,범죄예방,산불감시
173,계룡산사무소,1,병사골 입구,병사골 입구 일원,범죄예방,산불감시
174,계룡산사무소,1,상신리 입구,상신리 입구 일원,범죄예방,산불감시
175,계룡산사무소,2,사무소 입구,사무소 입구 일원,시설안전 및 화재예방,산불감시
176,계룡산사무소,2,수통골분소,수통골분소 일원,시설안전 및 화재예방,산불감시
177,계룡산사무소,1,갑사분소,갑사분소 일원,시설안전 및 화재예방,산불감시
178,계룡산사무소,1,관음봉 고개,관음봉 고개 샛길 입구,범죄예방,무인계도시스템
179,계룡산사무소,1,괴목정 샛길,괴목정 고개 샛길 입구,범죄예방,무인계도시스템
180,계룡산사무소,1,갑사탐방지원센터,갑사탐방지원센터,범죄예방,청사보안
181,계룡산사무소,1,동학사매표소,동학사매표소,범죄예방,청사보안
182,계룡산사무소,1,빈계산지킴터 입구,빈계산지킴터 입구,범죄예방,청사보안
183,계룡산사무소,1,삽재 입구,삽재 입구,범죄예방,탐방로보안
184,계룡산사무소,1,수통골주차장 입구,수통골주차장 입구,범죄예방,청사보안
185,계룡산사무소,1,수통골탐방지원센터,수통골탐방지원센터,범죄예방,청사보안
186,계룡산사무소,1,신원사 입구,신원사 입구,범죄예방,탐방로보안
187,계룡산사무소,1,지석골탐방지원센터,지석골탐방지원센터,범죄예방,청사보안
188,계룡산사무소,2,"수통골 재난CCTV(저수지, 폭포)","수통골 저수지, 폭포 일원",범죄예방,안전사고 예방
189,계룡산사무소,1,삼불봉 고개,삼불봉 고개 샛길 입구,범죄예방,무인계도시스템
190,계룡산사무소,1,용암저수지,용암저수지 일원,범죄예방,무인계도시스템
191,계룡산사무소,1,남매탑 쉼터,남매탑 쉼터 일원,범죄예방,안전사고 예방
192,계룡산사무소,1,동월계곡 화장실,동월계곡 화장실 일원,범죄예방,안전사고 예방
193,계룡산사무소,1,남매탑 입구,남매탑 입구,범죄예방,탐방로보안
194,계룡산사무소,1,동월계곡 ,동월계곡 ,범죄예방,안전사고 예방
195,계룡산사무소,1,양화저수지,천황봉일원,범죄예방,산불감시
196,한려해상사무소,5,복곡저수지주차장,복곡저수지주차장 일대,시설안전 및 화재예방,시설관리
197,한려해상사무소,1,복곡저수지주차장,복곡저수지주차장 일대,시설안전 및 화재예방,시설관리
198,한려해상사무소,1,복곡저수지주차장,복곡저수지주차장 일대,시설안전 및 화재예방,시설관리
199,한려해상사무소,1,구 금산분소 입구,구 금산분소 입구,시설안전 및 화재예방,시설관리
200,한려해상사무소,1,보리암입구주차장,보리암입구주차장 일대,시설안전 및 화재예방,시설관리
201,한려해상사무소,6,보리암입구주차장,보리암입구주차장 일대,시설안전 및 화재예방,시설관리
202,한려해상사무소,10,금산분소주차장,금산분소주차장 일대,시설안전 및 화재예방,시설관리
203,한려해상사무소,2,금산분소,금산분소 일대,시설안전 및 화재예방,청사보안
204,한려해상사무소,1,금산입구화장실,금산입구 화장실,시설안전 및 화재예방,탐방객안전 및 시설관리
205,한려해상사무소,4,노량분소입구,노량분소 일대,시설안전 및 화재예방,청사보안
206,한려해상사무소,1,한려해상사무소 입구,사천청사 출입구,시설안전 및 화재예방,청사보안
207,한려해상사무소,1,이락사(남해군 고현면),이락사 갯벌,시설안전 및 화재예방,무인계도
208,한려해상사무소,1,금평교(남해군 이동면),금평교 비정규탐방로,시설안전 및 화재예방,무인계도
209,한려해상사무소,1,금산 상사암,금산 상사암 일원,시설안전 및 화재예방,무인계도
210,한려해상사무소,1,금산탐방로 입구,금산탐방로 입구(원격조종),시설안전 및 화재예방,탐방객 안전
211,한려해상사무소,1,두모탐방로 입구,두모탐방로 입구(원격조종),시설안전 및 화재예방,탐방객 안전
212,한려해상사무소,1,금산정상 헬기장,금산정상 헬기장(원격조종),시설안전 및 화재예방,탐방객 안전
213,한려해상사무소,1,복곡제2주차장,복곡제2주차장 탐방지원센터(원격조종),시설안전 및 화재예방,탐방객 안전
214,한려해상사무소,1,복곡화장실,복곡화장실여자화장실입구,범죄예방,탐방객안전 및 시설관리
215,한려해상사무소,1,노량화장실,노량화장실여자화장실입구,범죄예방,탐방객안전 및 시설관리
216,한려해상사무소,3,복곡주차장,복곡진입도로 일원,교통정보 수집분석 및 제공,시설관리
217,한려해상사무소,1,각산전망대,각산전망대 일원,시설안전 및 화재예방,산불감시
218,한려해상사무소,1,초양탐방지원센터,초양탐방지원센터 일원,시설안전 및 화재예방,산불감시
219,한려해상사무소,1,노량대교 홍보관,노량대교 홍보관 일원,시설안전 및 화재예방,산불감시
220,한려해상사무소,1,금산산불초소,금산산불초소 일원,시설안전 및 화재예방,산불감시
221,한려해상사무소,1,금산중매소,금산중매소 일원,시설안전 및 화재예방,산불감시
222,한려해상사무소,1,홍현리(남면),홍현리(남면) 일원,시설안전 및 화재예방,산불감시
223,설악산사무소,1,사무소,사무소 입구,시설안전 및 화재예방,청사보안
224,설악산사무소,1,주봉산,주봉산 일원,,산불감시
225,설악산사무소,1,미시령,미시령 일원,,산불감시
226,설악산사무소,1,권금성,권금성 일원,,산불감시
227,설악산사무소,2,미시령정상 능선,미시령 일원,시설안전 및 화재예방,산불감시
228,설악산사무소,1,설악동탐방지원센터-1,소공원 일원,시설안전 및 화재예방,탐방안전
229,설악산사무소,1,설악동탐방지원센터-2,설악동탐방지원센터 내부,시설안전 및 화재예방,탐방안전
230,설악산사무소,1,안전관리반 사무실,안전관리반 사무실 일원,시설안전 및 화재예방,탐방안전
231,설악산사무소,1,설악동 야영장 관리동,설악동 야영장 관리동 일원,시설안전 및 화재예방,탐방안전
232,설악산사무소,1,설악동 야영장 대청화장실,대청화장실 일원,시설안전 및 화재예방,탐방안전
233,설악산사무소,1,설악동 야영장 중청화장실,중청화장실 일원,시설안전 및 화재예방,탐방안전
234,설악산사무소,1,설악동 야영장 소청화장실,소청화장실 일원,시설안전 및 화재예방,탐방안전
235,설악산사무소,1,설악동 야영장 끝청화장실,끝청화장실 일원,시설안전 및 화재예방,탐방안전
236,설악산사무소,1,소공원 주차장 화장실,소공원 주차장 화장실 일원,시설안전 및 화재예방,탐방안전
237,설악산사무소,1,소공원 화장실,소공원 화장실 일원,시설안전 및 화재예방,탐방안전
238,설악산사무소,2,외설악 화장실,외설악 화장실 일원,시설안전 및 화재예방,탐방안전
239,설악산사무소,1,비룡 화장실,비룡 화장실 일원,시설안전 및 화재예방,탐방안전
240,설악산사무소,1,토왕골 화장실,토왕골 화장실 일원,시설안전 및 화재예방,탐방안전
241,설악산사무소,1,흔들바위 화장실(계조암-가),흔들바위 화장실 일원,시설안전 및 화재예방,탐방안전
242,설악산사무소,1,울산바위 화장실 계조암-나),울산바위 화장실 일원,시설안전 및 화재예방,탐방안전
243,설악산사무소,1,와선대 화장실,와선대 화장실 일원,시설안전 및 화재예방,탐방안전
244,설악산사무소,1,비선대탐방지원센터,비선대탐방지원센터 일원,시설안전 및 화재예방,탐방안전
245,설악산사무소,1,비선대 탐방로,비선대 탐방로 일원,시설안전 및 화재예방,탐방안전
246,설악산사무소,1,울산바위 탐방로,울산바위 탐방로 일원,시설안전 및 화재예방,탐방안전
247,설악산사무소,1,비룡교,비룡교 일원,시설안전 및 화재예방,탐방안전
248,설악산사무소,1,비선대-1,비선대 일원,시설안전 및 화재예방,탐방안전
249,설악산사무소,1,,비선대 일원,시설안전 및 화재예방,탐방안전
250,설악산사무소,1,비선대-2,비선대 일원,시설안전 및 화재예방,탐방안전
251,설악산사무소,1,,비선대 일원,시설안전 및 화재예방,탐방안전
252,설악산사무소,1,중청대피소 1취사장,중청대피소 1취사장 내부,시설안전 및 화재예방,시설안전 및 화재예방
253,설악산사무소,1,중청대피소 2취사장,중청대피소 2취사장 내부,시설안전 및 화재예방,시설안전 및 화재예방
254,설악산사무소,1,중청대피소 보일러실,중청대피소 보일러실 내부,,시설안전 및 화재예방
255,설악산사무소,1,중청대피소 입구,중청대피소 입구,시설안전 및 화재예방,탐방안전
256,설악산사무소,1,중청대피소 발전실,중청대피소 발전실 내부,,시설안전 및 화재예방
257,설악산사무소,2,중청대피소 지붕,중청대피소 일원,시설안전 및 화재예방,탐방안전
258,설악산사무소,1,중청대피소 복도,중청대피소 복도,시설안전 및 화재예방,탐방안전
259,설악산사무소,1,중청대피소 외부 기둥,대청봉 및 외설악,시설안전 및 화재예방,탐방안전
260,설악산사무소,1,소청대피소 탐방지원실 앞,소청대피소 탐방지원실 일원,시설안전 및 화재예방,탐방안전
261,설악산사무소,1,소청대피소 발전실,소청대피소 발전실 내부,,시설안전 및 화재예방
262,설악산사무소,1,소청대피소 직원 출입구,소청대피소 간이화장실 일원,시설안전 및 화재예방,탐방안전
263,설악산사무소,1,소청대피소 취사장,소청대피소 취사장 내부,시설안전 및 화재예방,시설안전 및 화재예방
264,설악산사무소,1,양폭대피소 탐방지원실 앞,양폭대피소 탐방지원실 일원,시설안전 및 화재예방,탐방안전
265,설악산사무소,1,양폭대피소 지붕,양폭대피소 일원(천불동계곡 방향),시설안전 및 화재예방,탐방안전
266,설악산사무소,2,수렴동대피소 전신주,수렴동대피소 일원(영시암 및 봉정암 방향),시설안전 및 화재예방,탐방안전
267,설악산사무소,1,수렴동대피소 외벽,수렴동대피소 간이화장실 일원,시설안전 및 화재예방,탐방안전
268,설악산사무소,1,수렴동대피소 취사장,수렴동대피소 취사장 내부,시설안전 및 화재예방,시설안전 및 화재예방
269,설악산사무소,1,백담분소-1,백담분소 차량통제소 일원,시설안전 및 화재예방,탐방안전
270,설악산사무소,1,백담분소-2,백담분소 사무실 입구,시설안전 및 화재예방,청사보안
271,설악산사무소,1,백담탐방지원센터,백담탐방지원센터 일원,시설안전 및 화재예방,탐방안전
